SERVICE_TYPE,AGE_GROUP,MEMBER_SEX,YEAR,APPROVED_AMT,Chronic_Condition,Number_of_Visits
ED,Baby,M,2016,2514023.21,Epilepsy,310
ED,Baby,M,2017,2530652.26,Epilepsy,298
ED,Baby,M,2018,2485816.2,Epilepsy,315
ED,Child,F,2013,1901458.24,Epilepsy,197
ED,Child,F,2014,2148463.84,Epilepsy,226
ED,Child,F,2015,2673514.23,Epilepsy,341
ED,Child,F,2016,2908185.71,Epilepsy,380
ED,Child,F,2017,2974904.43,Epilepsy,365
ED,Child,F,2018,2880758.78,Epilepsy,401
ED,Child,M,2013,2433859.16,Epilepsy,280
ED,Child,M,2014,2496700.91,Epilepsy,281
ED,Child,M,2015,3116299.37,Epilepsy,449
ED,Child,M,2016,3251563.11,Epilepsy,521
ED,Child,M,2017,3476490.48,Epilepsy,653
ED,Child,M,2018,3166700.21,Epilepsy,445
ED,Middle Age,F,2013,2595474.77,Epilepsy,635
ED,Middle Age,F,2014,2816801.31,Epilepsy,852
ED,Middle Age,F,2015,3233222.24,Epilepsy,1184
ED,Middle Age,F,2016,3601607.53,Epilepsy,1386
ED,Middle Age,F,2017,3383271.8,Epilepsy,1531
ED,Middle Age,F,2018,1687188.82,Epilepsy,673
ED,Middle Age,M,2013,1515062.05,Epilepsy,405
ED,Middle Age,M,2014,1733896.68,Epilepsy,528
ED,Middle Age,M,2015,1889629.66,Epilepsy,631
ED,Middle Age,M,2016,2130585.12,Epilepsy,872
ED,Middle Age,M,2017,2086166.55,Epilepsy,909
ED,Middle Age,M,2018,1081621.98,Epilepsy,463
ED,PreSchool,F,2013,1041299.14,Epilepsy,114
ED,PreSchool,F,2014,999873.52,Epilepsy,133
ED,PreSchool,F,2015,1327170.08,Epilepsy,172
ED,PreSchool,F,2016,1338599.82,Epilepsy,174
ED,PreSchool,F,2017,1303292.38,Epilepsy,175
ED,PreSchool,F,2018,1315556.77,Epilepsy,146
ED,PreSchool,M,2013,1217668.55,Epilepsy,145
ED,PreSchool,M,2014,1262085.22,Epilepsy,179
ED,PreSchool,M,2015,1565470.56,Epilepsy,288
ED,PreSchool,M,2016,1583737.79,Epilepsy,317
ED,PreSchool,M,2017,1617136.44,Epilepsy,352
ED,PreSchool,M,2018,1577395.32,Epilepsy,267
ED,Senior,F,2013,163132.82,Epilepsy,30
ED,Senior,F,2014,229752.53,Epilepsy,28
ED,Senior,F,2015,236777.23,Epilepsy,46
ED,Senior,F,2016,257888.06,Epilepsy,54
ED,Senior,F,2017,259595.61,Epilepsy,88
ED,Senior,F,2018,152592.77,Epilepsy,27
ED,Senior,M,2013,109377.86,Epilepsy,30
ED,Senior,M,2014,120284.48,Epilepsy,74
ED,Senior,M,2015,120818.5,Epilepsy,57
ED,Senior,M,2016,124722,Epilepsy,72
ED,Senior,M,2017,112139.19,Epilepsy,57
ED,Senior,M,2018,51383.58,Epilepsy,13
ED,Teen,F,2013,2135877.05,Epilepsy,197
ED,Teen,F,2014,2473588.95,Epilepsy,300
ED,Teen,F,2015,3155328.06,Epilepsy,319
ED,Teen,F,2016,3381209.07,Epilepsy,435
ED,Teen,F,2017,3451621.76,Epilepsy,402
ED,Teen,F,2018,3322323.1,Epilepsy,324
ED,Teen,M,2013,1684301.71,Epilepsy,292
ED,Teen,M,2014,1655936.46,Epilepsy,263
ED,Teen,M,2015,2091976.99,Epilepsy,277
ED,Teen,M,2016,2250623.48,Epilepsy,338
ED,Teen,M,2017,2169843.33,Epilepsy,317
ED,Teen,M,2018,2053367.13,Epilepsy,242
ED,Very Senior,F,2013,24011.35,Epilepsy,0
ED,Very Senior,F,2014,5662.22,Epilepsy,0
ED,Very Senior,F,2015,19915.579999999998,Epilepsy,2
ED,Very Senior,F,2016,19223.68,Epilepsy,2
ED,Very Senior,F,2017,23762.88,Epilepsy,4
ED,Very Senior,F,2018,7034.89,Epilepsy,4
ED,Very Senior,M,2013,2711.0099999999998,Epilepsy,0
ED,Very Senior,M,2014,2901.05,Epilepsy,0
ED,Very Senior,M,2015,9589.12,Epilepsy,0
ED,Very Senior,M,2016,10243.94,Epilepsy,3
ED,Very Senior,M,2017,5788.57,Epilepsy,1
ED,Very Senior,M,2018,9770.33,Epilepsy,0
ED,Young Adult,F,2013,7916135.01,Epilepsy,1428
ED,Young Adult,F,2014,8089249.19,Epilepsy,1656
ED,Young Adult,F,2015,9525834.45,Epilepsy,2102
ED,Young Adult,F,2016,10470118.09,Epilepsy,2261
ED,Young Adult,F,2017,9768073.43,Epilepsy,2477
ED,Young Adult,F,2018,8986275.33,Epilepsy,1745
ED,Young Adult,M,2013,1184534.76,Epilepsy,477
ED,Young Adult,M,2014,1272373.27,Epilepsy,469
ED,Young Adult,M,2015,1542323.39,Epilepsy,581
ED,Young Adult,M,2016,1671619.83,Epilepsy,717
ED,Young Adult,M,2017,1659066.17,Epilepsy,806
ED,Young Adult,M,2018,1007085.63,Epilepsy,360
INPT,Adult,F,2013,16461803.94,Epilepsy,254
INPT,Adult,F,2014,19469987.83,Epilepsy,294
INPT,Adult,F,2015,22259995.69,Epilepsy,402
INPT,Adult,F,2016,21954881.71,Epilepsy,430
INPT,Adult,F,2017,19512022.03,Epilepsy,393
INPT,Adult,F,2018,14907468.05,Epilepsy,216
INPT,Adult,M,2013,7736072.53,Epilepsy,116
INPT,Adult,M,2014,7699572.2,Epilepsy,143
INPT,Adult,M,2015,8757291.6,Epilepsy,131
INPT,Adult,M,2016,10626546.31,Epilepsy,173
INPT,Adult,M,2017,10896721.57,Epilepsy,216
INPT,Adult,M,2018,5015019.67,Epilepsy,94
INPT,Baby,F,2013,16555105.89,Epilepsy,41
INPT,Baby,F,2014,15875869.49,Epilepsy,44
INPT,Baby,F,2015,18129983.05,Epilepsy,57
INPT,Baby,F,2016,18440029.34,Epilepsy,77
INPT,Baby,F,2017,14346605.08,Epilepsy,50
INPT,Baby,F,2018,19612069.49,Epilepsy,68
INPT,Baby,M,2013,15109820.12,Epilepsy,65
INPT,Baby,M,2014,16229599.55,Epilepsy,80
INPT,Baby,M,2015,21306934.89,Epilepsy,59
INPT,Baby,M,2016,18592003.33,Epilepsy,113
INPT,Baby,M,2017,22600360.39,Epilepsy,103
INPT,Baby,M,2018,18659995.79,Epilepsy,70
INPT,Child,F,2013,2777585.94,Epilepsy,41
INPT,Child,F,2014,3430252.3,Epilepsy,35
INPT,Child,F,2015,4701342.93,Epilepsy,70
INPT,Child,F,2016,5405092.01,Epilepsy,76
INPT,Child,F,2017,5350544.77,Epilepsy,70
INPT,Child,F,2018,4547234.91,Epilepsy,77
INPT,Child,M,2013,4530032.13,Epilepsy,37
INPT,Child,M,2014,4853282.26,Epilepsy,52
INPT,Child,M,2015,5445926.74,Epilepsy,66
INPT,Child,M,2016,5558426.33,Epilepsy,109
INPT,Child,M,2017,6662601.41,Epilepsy,93
INPT,Child,M,2018,7182341.58,Epilepsy,66
INPT,Middle Age,F,2013,21876665.29,Epilepsy,279
INPT,Middle Age,F,2014,22979314.55,Epilepsy,299
INPT,Middle Age,F,2015,25740765.65,Epilepsy,410
INPT,Middle Age,F,2016,26454508.75,Epilepsy,374
INPT,Middle Age,F,2017,25885326.8,Epilepsy,486
INPT,Middle Age,F,2018,13704996.52,Epilepsy,239
INPT,Middle Age,M,2013,16136945.33,Epilepsy,167
INPT,Middle Age,M,2014,19394542.27,Epilepsy,246
INPT,Middle Age,M,2015,20911904.33,Epilepsy,277
INPT,Middle Age,M,2016,21338834.16,Epilepsy,315
INPT,Middle Age,M,2017,22530203.92,Epilepsy,352
INPT,Middle Age,M,2018,11180697.51,Epilepsy,204
INPT,PreSchool,F,2013,2471195.27,Epilepsy,36
INPT,PreSchool,F,2014,1108688.08,Epilepsy,23
INPT,PreSchool,F,2015,1941255.72,Epilepsy,33
INPT,PreSchool,F,2016,2076944.23,Epilepsy,29
INPT,PreSchool,F,2017,1149509.95,Epilepsy,32
INPT,PreSchool,F,2018,1379026.57,Epilepsy,19
INPT,PreSchool,M,2013,1740063.69,Epilepsy,29
INPT,PreSchool,M,2014,2008181.51,Epilepsy,36
INPT,PreSchool,M,2015,1677937.63,Epilepsy,56
INPT,PreSchool,M,2016,2469335.25,Epilepsy,64
INPT,PreSchool,M,2017,3100235.48,Epilepsy,47
INPT,PreSchool,M,2018,1966010.68,Epilepsy,29
INPT,Senior,F,2013,1888657.81,Epilepsy,18
INPT,Senior,F,2014,1756026.83,Epilepsy,20
INPT,Senior,F,2015,2790276.52,Epilepsy,30
INPT,Senior,F,2016,3168620.09,Epilepsy,50
INPT,Senior,F,2017,3657024.14,Epilepsy,61
INPT,Senior,F,2018,1154725.79,Epilepsy,13
INPT,Senior,M,2013,1533682.95,Epilepsy,13
INPT,Senior,M,2014,1029932.29,Epilepsy,20
INPT,Senior,M,2015,1511443.64,Epilepsy,22
INPT,Senior,M,2016,1646031.11,Epilepsy,22
INPT,Senior,M,2017,1422874.1199999999,Epilepsy,18
INPT,Senior,M,2018,572522.59,Epilepsy,5
INPT,Teen,F,2013,5234208.77,Epilepsy,41
INPT,Teen,F,2014,4972119.84,Epilepsy,33
INPT,Teen,F,2015,6480040.43,Epilepsy,62
INPT,Teen,F,2016,7931001.15,Epilepsy,63
INPT,Teen,F,2017,8635115.58,Epilepsy,67
INPT,Teen,F,2018,7534789.5,Epilepsy,52
INPT,Teen,M,2013,3206437.61,Epilepsy,46
INPT,Teen,M,2014,3608024.63,Epilepsy,63
INPT,Teen,M,2015,5318421.99,Epilepsy,50
INPT,Teen,M,2016,5272278.84,Epilepsy,65
INPT,Teen,M,2017,4593779.69,Epilepsy,53
INPT,Teen,M,2018,5607691.3,Epilepsy,30
INPT,Very Senior,F,2013,125988.39,Epilepsy,0
INPT,Very Senior,F,2014,75667.93000000001,Epilepsy,0
INPT,Very Senior,F,2015,277863.04,Epilepsy,3
INPT,Very Senior,F,2016,411681.88,Epilepsy,4
INPT,Very Senior,F,2017,327487.16,Epilepsy,4
INPT,Very Senior,F,2018,80277.66,Epilepsy,0
INPT,Very Senior,M,2013,115936.43,Epilepsy,0
INPT,Very Senior,M,2014,182940.5,Epilepsy,0
INPT,Very Senior,M,2015,174860.23,Epilepsy,2
INPT,Very Senior,M,2016,272802.12,Epilepsy,2
INPT,Very Senior,M,2017,163682.2,Epilepsy,0
INPT,Very Senior,M,2018,74013,Epilepsy,1
INPT,Young Adult,F,2013,25930020.31,Epilepsy,279
INPT,Young Adult,F,2014,28246204.23,Epilepsy,293
INPT,Young Adult,F,2015,28716004.29,Epilepsy,365
INPT,Young Adult,F,2016,29129208.9,Epilepsy,396
INPT,Young Adult,F,2017,30903516.41,Epilepsy,379
INPT,Young Adult,F,2018,28713908.5,Epilepsy,310
INPT,Young Adult,M,2013,5766973.61,Epilepsy,84
INPT,Young Adult,M,2014,5795279.86,Epilepsy,79
INPT,Young Adult,M,2015,7368311.5,Epilepsy,130
INPT,Young Adult,M,2016,7263932.05,Epilepsy,176
INPT,Young Adult,M,2017,6945169.06,Epilepsy,174
INPT,Young Adult,M,2018,4020384.84,Epilepsy,92
OTPT,Adult,F,2013,26371180.78,Epilepsy,11766
OTPT,Adult,F,2014,29474834.63000001,Epilepsy,16383
OTPT,Adult,F,2015,33084137.450000007,Epilepsy,18684
OTPT,Adult,F,2016,33341816.86,Epilepsy,24508
OTPT,Adult,F,2017,34144283.809999995,Epilepsy,25461
OTPT,Adult,F,2018,29378421.610000003,Epilepsy,17708
OTPT,Adult,M,2013,8484630.57,Epilepsy,4955
OTPT,Adult,M,2014,8993299.81,Epilepsy,5829
OTPT,Adult,M,2015,9992523.93,Epilepsy,7567
OTPT,Adult,M,2016,10262520.75,Epilepsy,7851
OTPT,Adult,M,2017,11108811.040000001,Epilepsy,10407
OTPT,Adult,M,2018,8263724.390000001,Epilepsy,5863
OTPT,Baby,F,2013,14188620.709999999,Epilepsy,1460
OTPT,Baby,F,2014,14954701.06,Epilepsy,2197
OTPT,Baby,F,2015,15614265.27,Epilepsy,2725
OTPT,Baby,F,2016,15867768.37,Epilepsy,3830
OTPT,Baby,F,2017,15785849.26,Epilepsy,3022
OTPT,Baby,F,2018,15113281.69,Epilepsy,3373
OTPT,Baby,M,2013,17827916.11,Epilepsy,3207
OTPT,Baby,M,2014,17682270.41,Epilepsy,3867
OTPT,Baby,M,2015,19558792.229999997,Epilepsy,3862
OTPT,Baby,M,2016,20121305.68,Epilepsy,5610
OTPT,Baby,M,2017,20183089.97,Epilepsy,5693
OTPT,Baby,M,2018,19419288.41,Epilepsy,4634
OTPT,Child,F,2013,15534524.07,Epilepsy,4327
OTPT,Child,F,2014,17613377.970000003,Epilepsy,5507
OTPT,Child,F,2015,20585612.88,Epilepsy,7925
OTPT,Child,F,2016,21212272.050000004,Epilepsy,9627
OTPT,Child,F,2017,23080517.29,Epilepsy,11946
OTPT,Child,F,2018,21023541.76,Epilepsy,8110
OTPT,Child,M,2013,19483157.939999998,Epilepsy,4546
OTPT,Child,M,2014,21393184.42,Epilepsy,6426
OTPT,Child,M,2015,24399274.369999997,Epilepsy,9242
OTPT,Child,M,2016,25694466.340000007,Epilepsy,12548
OTPT,Child,M,2017,28175184.809999995,Epilepsy,17528
OTPT,Child,M,2018,23611522,Epilepsy,11303
OTPT,Middle Age,F,2013,25297355.14,Epilepsy,12280
OTPT,Middle Age,F,2014,27978943.900000006,Epilepsy,17526
OTPT,Middle Age,F,2015,32227171.230000004,Epilepsy,23624
OTPT,Middle Age,F,2016,32072051.019999996,Epilepsy,28146
OTPT,Middle Age,F,2017,34602019.36,Epilepsy,33330
OTPT,Middle Age,F,2018,18202307.930000003,Epilepsy,16779
OTPT,Middle Age,M,2013,16123964.69,Epilepsy,7527
OTPT,Middle Age,M,2014,18037288.69,Epilepsy,10113
OTPT,Middle Age,M,2015,20432834.71,Epilepsy,12500
OTPT,Middle Age,M,2016,20496780.169999998,Epilepsy,16302
OTPT,Middle Age,M,2017,22381313.150000002,Epilepsy,19667
OTPT,Middle Age,M,2018,12257608.47,Epilepsy,10794
OTPT,PreSchool,F,2013,9443598.54,Epilepsy,2173
OTPT,PreSchool,F,2014,9116648.02,Epilepsy,2566
OTPT,PreSchool,F,2015,9352372.799999999,Epilepsy,2972
OTPT,PreSchool,F,2016,9292851.1,Epilepsy,3665
OTPT,PreSchool,F,2017,9506786.88,Epilepsy,4345
OTPT,PreSchool,F,2018,8431096.72,Epilepsy,3227
OTPT,PreSchool,M,2013,11432647.42,Epilepsy,2703
OTPT,PreSchool,M,2014,11478065.06,Epilepsy,3577
OTPT,PreSchool,M,2015,12126184.17,Epilepsy,5662
OTPT,PreSchool,M,2016,12519989.5,Epilepsy,6636
OTPT,PreSchool,M,2017,12949196.73,Epilepsy,6807
OTPT,PreSchool,M,2018,11620216.530000001,Epilepsy,4261
OTPT,Senior,F,2013,2261000.96,Epilepsy,1181
OTPT,Senior,F,2014,2662182.01,Epilepsy,1525
OTPT,Senior,F,2015,3016955.72,Epilepsy,1847
OTPT,Senior,F,2016,3112536.95,Epilepsy,3370
OTPT,Senior,F,2017,3432754.12,Epilepsy,4067
OTPT,Senior,F,2018,1539438.19,Epilepsy,1207
OTPT,Senior,M,2013,949995.81,Epilepsy,372
OTPT,Senior,M,2014,1097095.4,Epilepsy,569
OTPT,Senior,M,2015,1150833.79,Epilepsy,855
OTPT,Senior,M,2016,1276267.36,Epilepsy,1089
OTPT,Senior,M,2017,1215185.56,Epilepsy,939
OTPT,Senior,M,2018,636651.66,Epilepsy,502
OTPT,Teen,F,2013,12789215.049999999,Epilepsy,2859
OTPT,Teen,F,2014,13597983,Epilepsy,3945
OTPT,Teen,F,2015,16410573.6,Epilepsy,5403
OTPT,Teen,F,2016,16279688.74,Epilepsy,5888
OTPT,Teen,F,2017,17356675.02,Epilepsy,6158
OTPT,Teen,F,2018,16634829.41,Epilepsy,4087
OTPT,Teen,M,2013,8815627.79,Epilepsy,2663
OTPT,Teen,M,2014,9786065.12,Epilepsy,3464
OTPT,Teen,M,2015,11627542.87,Epilepsy,3885
OTPT,Teen,M,2016,12746829.76,Epilepsy,4910
OTPT,Teen,M,2017,13475822.32,Epilepsy,5675
OTPT,Teen,M,2018,11684693.23,Epilepsy,3302
OTPT,Very Senior,F,2013,101929.39,Epilepsy,0
OTPT,Very Senior,F,2014,87474.22,Epilepsy,0
OTPT,Very Senior,F,2015,181963.4,Epilepsy,59
OTPT,Very Senior,F,2016,267827.55,Epilepsy,162
OTPT,Very Senior,F,2017,274008.79,Epilepsy,125
OTPT,Very Senior,F,2018,105769.26,Epilepsy,18
OTPT,Very Senior,M,2013,67670.32,Epilepsy,0
OTPT,Very Senior,M,2014,93546.64,Epilepsy,0
OTPT,Very Senior,M,2015,104413.48,Epilepsy,65
OTPT,Very Senior,M,2016,148452.52,Epilepsy,129
OTPT,Very Senior,M,2017,158120.22,Epilepsy,36
OTPT,Very Senior,M,2018,43727.27,Epilepsy,57
OTPT,Young Adult,F,2013,41820660.12000001,Epilepsy,11918
OTPT,Young Adult,F,2014,41813150.64000001,Epilepsy,14167
OTPT,Young Adult,F,2015,43950173.06000001,Epilepsy,16799
OTPT,Young Adult,F,2016,42633917.46000001,Epilepsy,20055
OTPT,Young Adult,F,2017,42571128.2,Epilepsy,21320
OTPT,Young Adult,F,2018,41223288.32,Epilepsy,16205
OTPT,Young Adult,M,2013,5450954.71,Epilepsy,4381
OTPT,Young Adult,M,2014,6185201.93,Epilepsy,5332
OTPT,Young Adult,M,2015,7264195.72,Epilepsy,7136
OTPT,Young Adult,M,2016,6906436.54,Epilepsy,8137
OTPT,Young Adult,M,2017,7185381.24,Epilepsy,10276
OTPT,Young Adult,M,2018,4910064.38,Epilepsy,4598
ED,Adult,F,2013,4636688.32,ESRD,167
ED,Adult,F,2014,5129488.47,ESRD,242
ED,Adult,F,2015,6030988.24,ESRD,235
ED,Adult,F,2016,6668044.23,ESRD,173
ED,Adult,F,2017,6104549.94,ESRD,142
ED,Adult,F,2018,4965974.66,ESRD,62
ED,Adult,M,2013,1383879.7,ESRD,70
ED,Adult,M,2014,1493040.18,ESRD,86
ED,Adult,M,2015,1691215.83,ESRD,188
ED,Adult,M,2016,1892196.98,ESRD,213
ED,Adult,M,2017,1663291.68,ESRD,77
ED,Adult,M,2018,1142494.86,ESRD,37
ED,Baby,F,2013,1506181.32,ESRD,0
ED,Baby,F,2014,1591753.84,ESRD,0
ED,Baby,F,2015,2179468.78,ESRD,0
ED,Baby,F,2016,2103045.03,ESRD,0
ED,Baby,F,2017,2147211.03,ESRD,0
ED,Baby,F,2018,2139962.34,ESRD,0
ED,Baby,M,2013,1918688.48,ESRD,0
ED,Baby,M,2014,1874186.84,ESRD,2
ED,Baby,M,2015,2518979.01,ESRD,0
ED,Baby,M,2016,2514023.21,ESRD,0
ED,Baby,M,2017,2530652.26,ESRD,0
ED,Baby,M,2018,2485816.2,ESRD,0
ED,Child,F,2013,1901458.24,ESRD,0
ED,Child,F,2014,2148463.84,ESRD,1
ED,Child,F,2015,2673514.23,ESRD,1
ED,Child,F,2016,2908185.71,ESRD,1
ED,Child,F,2017,2974904.43,ESRD,0
ED,Child,F,2018,2880758.78,ESRD,0
ED,Child,M,2013,2433859.16,ESRD,2
ED,Child,M,2014,2496700.91,ESRD,0
ED,Child,M,2015,3116299.37,ESRD,0
ED,Child,M,2016,3251563.11,ESRD,2
ED,Child,M,2017,3476490.48,ESRD,3
ED,Child,M,2018,3166700.21,ESRD,3
ED,Middle Age,F,2013,2595474.77,ESRD,164
ED,Middle Age,F,2014,2816801.31,ESRD,176
ED,Middle Age,F,2015,3233222.24,ESRD,259
ED,Middle Age,F,2016,3601607.53,ESRD,292
ED,Middle Age,F,2017,3383271.8,ESRD,307
ED,Middle Age,F,2018,1687188.82,ESRD,107
ED,Middle Age,M,2013,1515062.05,ESRD,163
ED,Middle Age,M,2014,1733896.68,ESRD,211
ED,Middle Age,M,2015,1889629.66,ESRD,178
ED,Middle Age,M,2016,2130585.12,ESRD,185
ED,Middle Age,M,2017,2086166.55,ESRD,324
ED,Middle Age,M,2018,1081621.98,ESRD,68
ED,PreSchool,F,2013,1041299.14,ESRD,0
ED,PreSchool,F,2014,999873.52,ESRD,1
ED,PreSchool,F,2015,1327170.08,ESRD,0
ED,PreSchool,F,2016,1338599.82,ESRD,0
ED,PreSchool,F,2017,1303292.38,ESRD,0
ED,PreSchool,F,2018,1315556.77,ESRD,0
ED,PreSchool,M,2013,1217668.55,ESRD,0
ED,PreSchool,M,2014,1262085.22,ESRD,0
ED,PreSchool,M,2015,1565470.56,ESRD,0
ED,PreSchool,M,2016,1583737.79,ESRD,1
ED,PreSchool,M,2017,1617136.44,ESRD,2
ED,PreSchool,M,2018,1577395.32,ESRD,0
ED,Senior,F,2013,163132.82,ESRD,9
ED,Senior,F,2014,229752.53,ESRD,14
ED,Senior,F,2015,236777.23,ESRD,30
ED,Senior,F,2016,257888.06,ESRD,20
ED,Senior,F,2017,259595.61,ESRD,23
ED,Senior,F,2018,152592.77,ESRD,11
ED,Senior,M,2013,109377.86,ESRD,2
ED,Senior,M,2014,120284.48,ESRD,0
ED,Senior,M,2015,120818.5,ESRD,0
ED,Senior,M,2016,124722,ESRD,9
ED,Senior,M,2017,112139.19,ESRD,1
ED,Senior,M,2018,51383.58,ESRD,3
ED,Teen,F,2013,2135877.05,ESRD,6
ED,Teen,F,2014,2473588.95,ESRD,6
ED,Teen,F,2015,3155328.06,ESRD,5
ED,Teen,F,2016,3381209.07,ESRD,10
ED,Teen,F,2017,3451621.76,ESRD,16
ED,Teen,F,2018,3322323.1,ESRD,0
ED,Teen,M,2013,1684301.71,ESRD,0
ED,Teen,M,2014,1655936.46,ESRD,1
ED,Teen,M,2015,2091976.99,ESRD,0
ED,Teen,M,2016,2250623.48,ESRD,2
ED,Teen,M,2017,2169843.33,ESRD,2
ED,Teen,M,2018,2053367.13,ESRD,6
ED,Very Senior,F,2013,24011.35,ESRD,0
ED,Very Senior,F,2014,5662.22,ESRD,1
ED,Very Senior,F,2015,19915.579999999998,ESRD,4
ED,Very Senior,F,2016,19223.68,ESRD,2
ED,Very Senior,F,2017,23762.88,ESRD,4
ED,Very Senior,F,2018,7034.89,ESRD,0
ED,Very Senior,M,2013,2711.0099999999998,ESRD,0
ED,Very Senior,M,2014,2901.05,ESRD,0
ED,Very Senior,M,2015,9589.12,ESRD,1
ED,Very Senior,M,2016,10243.94,ESRD,1
ED,Very Senior,M,2017,5788.57,ESRD,0
ED,Very Senior,M,2018,9770.33,ESRD,0
ED,Young Adult,F,2013,7916135.01,ESRD,114
ED,Young Adult,F,2014,8089249.19,ESRD,94
ED,Young Adult,F,2015,9525834.45,ESRD,80
ED,Young Adult,F,2016,10470118.09,ESRD,114
ED,Young Adult,F,2017,9768073.43,ESRD,39
ED,Young Adult,F,2018,8986275.33,ESRD,34
ED,Young Adult,M,2013,1184534.76,ESRD,44
ED,Young Adult,M,2014,1272373.27,ESRD,57
ED,Young Adult,M,2015,1542323.39,ESRD,27
ED,Young Adult,M,2016,1671619.83,ESRD,31
ED,Young Adult,M,2017,1659066.17,ESRD,44
ED,Young Adult,M,2018,1007085.63,ESRD,13
INPT,Adult,F,2013,16461803.94,ESRD,95
INPT,Adult,F,2014,19469987.83,ESRD,115
INPT,Adult,F,2015,22259995.69,ESRD,132
INPT,Adult,F,2016,21954881.71,ESRD,97
INPT,Adult,F,2017,19512022.03,ESRD,88
INPT,Adult,F,2018,14907468.05,ESRD,25
INPT,Adult,M,2013,7736072.53,ESRD,51
INPT,Adult,M,2014,7699572.2,ESRD,53
INPT,Adult,M,2015,8757291.6,ESRD,88
INPT,Adult,M,2016,10626546.31,ESRD,49
INPT,Adult,M,2017,10896721.57,ESRD,77
INPT,Adult,M,2018,5015019.67,ESRD,28
INPT,Baby,F,2013,16555105.89,ESRD,0
INPT,Baby,F,2014,15875869.49,ESRD,0
INPT,Baby,F,2015,18129983.05,ESRD,0
INPT,Baby,F,2016,18440029.34,ESRD,0
INPT,Baby,F,2017,14346605.08,ESRD,0
INPT,Baby,F,2018,19612069.49,ESRD,0
INPT,Baby,M,2013,15109820.12,ESRD,2
INPT,Baby,M,2014,16229599.55,ESRD,8
INPT,Baby,M,2015,21306934.89,ESRD,0
INPT,Baby,M,2016,18592003.33,ESRD,4
INPT,Baby,M,2017,22600360.39,ESRD,0
INPT,Baby,M,2018,18659995.79,ESRD,2
INPT,Child,F,2013,2777585.94,ESRD,2
INPT,Child,F,2014,3430252.3,ESRD,1
INPT,Child,F,2015,4701342.93,ESRD,1
INPT,Child,F,2016,5405092.01,ESRD,5
INPT,Child,F,2017,5350544.77,ESRD,1
INPT,Child,F,2018,4547234.91,ESRD,20
INPT,Child,M,2013,4530032.13,ESRD,6
INPT,Child,M,2014,4853282.26,ESRD,0
INPT,Child,M,2015,5445926.74,ESRD,0
INPT,Child,M,2016,5558426.33,ESRD,0
INPT,Child,M,2017,6662601.41,ESRD,0
INPT,Child,M,2018,7182341.58,ESRD,1
INPT,Middle Age,F,2013,21876665.29,ESRD,142
INPT,Middle Age,F,2014,22979314.55,ESRD,174
INPT,Middle Age,F,2015,25740765.65,ESRD,207
INPT,Middle Age,F,2016,26454508.75,ESRD,219
INPT,Middle Age,F,2017,25885326.8,ESRD,193
INPT,Middle Age,F,2018,13704996.52,ESRD,102
INPT,Middle Age,M,2013,16136945.33,ESRD,164
INPT,Middle Age,M,2014,19394542.27,ESRD,117
INPT,Middle Age,M,2015,20911904.33,ESRD,104
INPT,Middle Age,M,2016,21338834.16,ESRD,144
INPT,Middle Age,M,2017,22530203.92,ESRD,163
INPT,Middle Age,M,2018,11180697.51,ESRD,61
INPT,PreSchool,F,2013,2471195.27,ESRD,1
INPT,PreSchool,F,2014,1108688.08,ESRD,1
INPT,PreSchool,F,2015,1941255.72,ESRD,3
INPT,PreSchool,F,2016,2076944.23,ESRD,0
INPT,PreSchool,F,2017,1149509.95,ESRD,0
INPT,PreSchool,F,2018,1379026.57,ESRD,0
INPT,PreSchool,M,2013,1740063.69,ESRD,0
INPT,PreSchool,M,2014,2008181.51,ESRD,0
INPT,PreSchool,M,2015,1677937.63,ESRD,2
INPT,PreSchool,M,2016,2469335.25,ESRD,1
INPT,PreSchool,M,2017,3100235.48,ESRD,0
INPT,PreSchool,M,2018,1966010.68,ESRD,3
INPT,Senior,F,2013,1888657.81,ESRD,15
INPT,Senior,F,2014,1756026.83,ESRD,11
INPT,Senior,F,2015,2790276.52,ESRD,32
INPT,Senior,F,2016,3168620.09,ESRD,19
INPT,Senior,F,2017,3657024.14,ESRD,21
INPT,Senior,F,2018,1154725.79,ESRD,0
INPT,Senior,M,2013,1533682.95,ESRD,3
INPT,Senior,M,2014,1029932.29,ESRD,1
INPT,Senior,M,2015,1511443.64,ESRD,5
INPT,Senior,M,2016,1646031.11,ESRD,22
INPT,Senior,M,2017,1422874.1199999999,ESRD,4
INPT,Senior,M,2018,572522.59,ESRD,5
INPT,Teen,F,2013,5234208.77,ESRD,0
INPT,Teen,F,2014,4972119.84,ESRD,2
INPT,Teen,F,2015,6480040.43,ESRD,1
INPT,Teen,F,2016,7931001.15,ESRD,7
INPT,Teen,F,2017,8635115.58,ESRD,6
INPT,Teen,F,2018,7534789.5,ESRD,4
INPT,Teen,M,2013,3206437.61,ESRD,3
INPT,Teen,M,2014,3608024.63,ESRD,1
INPT,Teen,M,2015,5318421.99,ESRD,0
INPT,Teen,M,2016,5272278.84,ESRD,1
INPT,Teen,M,2017,4593779.69,ESRD,1
INPT,Teen,M,2018,5607691.3,ESRD,0
INPT,Very Senior,F,2013,125988.39,ESRD,0
INPT,Very Senior,F,2014,75667.93000000001,ESRD,0
INPT,Very Senior,F,2015,277863.04,ESRD,5
