"","ED_DISCHARGE_DX_DESC","CODE_1","CODE_P","ED_NOT_NEEDED_PROP","PREVENTABILITY","n"
"10679","Dual sensory impairment","Z73.82","Z73",0,0,6
"10680","Duane's syndrome","378.71","378",0,0,72
"10681","Duane's syndrome, left eye","H50.812","H50",0,0,41
"10682","Duane's syndrome, right eye","H50.811","H50",0,0,13
"10683","Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation","K26.9","K26",0,0,151
"10684","Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction","532.90","532",0,0,147
"10685","Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction","532.91","532",0,0,1
"10686","Duodenitis with bleeding","K29.81","K29",0,0,6
"10687","Duodenitis without bleeding","K29.80","K29",0,0,508
"10688","Duodenitis, with hemorrhage","535.61","535",0,0,14
"10689","Duodenitis, without mention of hemorrhage","535.60","535",0,0,426
"10690","Duplication of intestine","Q43.4","Q43",0,0,2
"10691","Duplication of ureter","Q62.5","Q62",0,0,16
"10692","Dwarfism, not elsewhere classified","259.4","259",0,0,55
"10693","Dysarthria","784.51","784",0,0,632
"10694","Dysarthria and anarthria","R47.1","R47",0,0,282
"10695","Dysarthria following cerebral infarction","I69.322","I69",0,0,31
"10696","Dysarthria following nontraumatic subarachnoid hemorrhage","I69.022","I69",0,0,10
"10697","Dysarthria following unspecified cerebrovascular disease","I69.922","I69",0,0,1
"10698","Dyschromia, unspecified","709.00","709",0,0,529
"10699","Dysfunction of Eustachian tube","381.81","381",0,0,7051
"10700","Dysfunctions associated with sleep stages or arousal from sleep","780.56","780",0,0,19
"10701","Dyshidrosis","705.81","705",0,0,388
"10702","Dyshidrosis [pompholyx]","L30.1","L30",0,0,415
"10703","Dyshormogenetic goiter","E07.1","E07",0,0,7
"10704","Dyshormonogenic goiter","246.1","246",0,0,14
"10705","Dyskinesia of esophagus","530.5","530",0,0,103
"10706","Dyskinesia of esophagus","K22.4","K22",0,0,157
"10707","Dyslexia and alexia","R48.0","R48",0,0,73
"10708","Dysmenorrhea","625.3","625",0.666666666666667,0,4386
"10709","Dysmenorrhea, unspecified","N94.6","N94",0.666666666666667,0,3654
"10710","Dysmetabolic syndrome X","277.7","277",0,0,1225
"10711","Dysmorphism due to warfarin","Q86.2","Q86",0,0,15
"10712","Dyspareunia","625.0","625",0,0,647
"10713","Dyspareunia","N94.1","N94",0,0,215
"10714","Dyspareunia not due to a substance or known physiological condition","F52.6","F52",0,0,3
"10715","Dyspareunia, psychogenic","302.76","302",0,0,2
"10716","Dyspepsia and other specified disorders of function of stomach","536.8","536",0.941176470588235,0,1996
"10717","Dysphagia following cerebral infarction","I69.391","I69",0,0,49
"10718","Dysphagia following nontraumatic subarachnoid hemorrhage","I69.091","I69",0,0,3
"10719","Dysphagia following other cerebrovascular disease","I69.891","I69",0,0,6
"10720","Dysphagia following unspecified cerebrovascular disease","I69.991","I69",0,0,5
"10721","Dysphagia, oral phase","787.21","787",0,0,469
"10722","Dysphagia, oral phase","R13.11","R13",0,0,960
"10723","Dysphagia, oropharyngeal phase","787.22","787",0,0,513
"10724","Dysphagia, oropharyngeal phase","R13.12","R13",0,0,888
"10725","Dysphagia, oropharyngeal phase_NA","787.22","787",0,0,5
"10726","Dysphagia, pharyngeal phase","787.23","787",0,0,157
"10727","Dysphagia, pharyngeal phase","R13.13","R13",0,0,205
"10728","Dysphagia, pharyngoesophageal phase","787.24","787",0,0,227
"10729","Dysphagia, pharyngoesophageal phase","R13.14","R13",0,0,557
"10730","Dysphagia, pharyngoesophageal phase_NA","787.24","787",0,0,4
"10731","Dysphagia, unspecified","787.20","787",0,0,6537
"10732","Dysphagia, unspecified","R13.10","R13",0,0,4806
"10733","Dysphagia, unspecified_NA","787.20","787",0,0,41
"10734","Dysphasia","R47.02","R47",0,0,71
"10735","Dysphasia following cerebral infarction","I69.321","I69",0,0,2
"10736","Dysphasia following unspecified cerebrovascular disease","I69.921","I69",0,0,1
"10737","Dysphonia","784.42","784",0,0,407
"10738","Dysphonia","R49.0","R49",0,0,544
"10739","Dysplasia of anus","569.44","569",0,0,44
"10740","Dysplasia of anus","K62.82","K62",0,0,47
"10741","Dysplasia of cervix uteri, unspecified","N87.9","N87",0,0,290
"10742","Dysplasia of cervix, unspecified","622.10","622",0,0,470
"10743","Dysplasia of prostate","602.3","602",0,0,3
"10744","Dysplasia of vagina","623.0","623",0,0,75
"10745","Dysplasia of vagina, unspecified","N89.3","N89",0,0,15
"10746","Dysplasia of vulva, unspecified","N90.3","N90",0,0,15
"10747","Dyspnea, unspecified","R06.00","R06",0.612903225806451,0,6996
"10748","Dysthymic disorder","300.4","300",0,0,12121
"10749","Dysthymic disorder","F34.1","F34",0,0,7076
"10750","Dysthymic disorder_NA","300.4","300",0,0,2
"10751","Dystonia, unspecified","G24.9","G24",0,0,253
"10752","Dystrophies primarily involving Bruch's membrane","362.77","362",0,0,4
"10753","Dystrophies primarily involving the retinal pigment epithelium","362.76","362",0,0,14
"10754","Dystrophies primarily involving the retinal pigment epithelium","H35.54","H35",0,0,20
"10755","Dysuria","788.1","788",1,0,24578
"10756","Dysuria","R30.0","R30",1,0,21779
"10757","Dysuria_NA","788.1","788",1,0,2
"10758","Ear piercing","V50.3","V50",0,0,2
"10759","Early-onset cerebellar ataxia","G11.1","G11",0,0,81
"10760","Early congenital syphilis, latent","090.1","090",0,0,13
"10761","Early congenital syphilis, latent","A50.1","A50",0,0,6
"10762","Early congenital syphilis, symptomatic","090.0","090",0,0,4
"10763","Early congenital syphilis, unspecified","090.2","090",0,0,3
"10764","Early congenital syphilis, unspecified","A50.2","A50",0,0,26
"10765","Early congenital syphilitic oculopathy","A50.01","A50",0,0,1
"10766","Early congenital syphilitic osteochondropathy","A50.02","A50",0,0,1
"10767","Early onset of delivery, delivered, with or without mention of antepartum condition","644.21","644",0,0,1359
"10768","Early onset of delivery, unspecified as to episode of care or not applicable","644.20","644",0,0,346
"10769","Early satiety","780.94","780",0,0,77
"10770","Early satiety","R68.81","R68",0,0,78
"10771","Early syphilis, latent","A51.5","A51",0,0,3
"10772","Early syphilis, latent, serological relapse after treatment","092.0","092",0,0,1
"10773","Early syphilis, latent, unspecified","092.9","092",0,0,10
"10774","Early syphilis, unspecified","A51.9","A51",0,0,2
"10775","Eating disorder, unspecified","307.50","307",0,0,512
"10776","Eating disorder, unspecified","F50.9","F50",0,0,680
"10777","Eating disorder, unspecified_NA","307.50","307",0,0,1
"10778","Ebstein's anomaly","746.2","746",0,0,66
"10779","Ebstein's anomaly","Q22.5","Q22",0,0,30
"10780","Eccrine sweat disorder, unspecified","L74.9","L74",0,0,21
"10781","Echinococcosis, other and unspecified","122.9","122",0,0,4
"10782","Echinococcus granulosus infection of liver","122.0","122",0,0,2
"10783","Echinococcus granulosus infection of lung","122.1","122",0,0,1
"10784","Echinococcus granulosus infection, unspecified","122.4","122",0,0,1
"10785","Echo virus infection in conditions classified elsewhere and of unspecified site","079.1","079",0,0,1
"10786","Echovirus as the cause of diseases classified elsewhere","B97.12","B97",0,0,6
"10787","Eclampsia in labor","O15.1","O15",0,0,18
"10788","Eclampsia in pregnancy, second trimester","O15.02","O15",0,0,3
"10789","Eclampsia in pregnancy, third trimester","O15.03","O15",0,0,11
"10790","Eclampsia in pregnancy, unspecified trimester","O15.00","O15",0,0,6
"10791","Eclampsia in the puerperium","O15.2","O15",0,0,101
"10792","Eclampsia, antepartum condition or complication","642.63","642",0,0,35
"10793","Eclampsia, delivered, with mention of postpartum complication","642.62","642",0,0,2
"10794","Eclampsia, delivered, with or without mention of antepartum condition","642.61","642",0,0,21
"10795","Eclampsia, postpartum condition or complication","642.64","642",0,0,36
"10796","Eclampsia, unspecified as to episode of care or not applicable","642.60","642",0,0,7
"10797","Eclampsia, unspecified as to time period","O15.9","O15",0,0,16
"10798","Ectodermal dysplasia (anhidrotic)","Q82.4","Q82",0,0,6
"10799","Ectopic anus","Q43.5","Q43",0,0,17
"10800","Ectopic hormone secretion, not elsewhere classified","259.3","259",0,0,1
"10801","Ectopic hormone secretion, not elsewhere classified","E34.2","E34",0,0,2
"10802","Ectopic kidney","Q63.2","Q63",0,0,105
"10803","Ectopic perineal testis, bilateral","Q53.22","Q53",0,0,2
"10804","Ectopic perineal testis, unilateral","Q53.12","Q53",0,0,6
"10805","Ectopic pregnancy affecting fetus or newborn","761.4","761",0,0,9
"10806","Ectopic pregnancy, unspecified","O00.9","O00",0,0,133
"10807","Ectopic testes, bilateral","Q53.02","Q53",0,0,7
"10808","Ectopic testis, unilateral","Q53.01","Q53",0,0,51
"10809","Ectropion, unspecified","374.10","374",0,0,16
"10810","Eczema herpeticum","054.0","054",0,0,76
"10811","Eczema herpeticum","B00.0","B00",0,0,74
"10812","Eczematous dermatitis of eyelid","373.31","373",0,0,97
"10813","Eczematous dermatitis of left eye, unspecified eyelid","H01.136","H01",0,0,11
"10814","Eczematous dermatitis of left lower eyelid","H01.135","H01",0,0,1
"10815","Eczematous dermatitis of left upper eyelid","H01.134","H01",0,0,7
"10816","Eczematous dermatitis of right eye, unspecified eyelid","H01.133","H01",0,0,10
"10817","Eczematous dermatitis of right lower eyelid","H01.132","H01",0,0,6
"10818","Eczematous dermatitis of right upper eyelid","H01.131","H01",0,0,12
"10819","Eczematous dermatitis of unspecified eye, unspecified eyelid","H01.139","H01",0,0,33
"10820","Edema","782.3","782",0,0,8717
"10821","Edema of bilateral orbit","H05.223","H05",0,0,22
"10822","Edema of eyelid","374.82","374",0,0,253
"10823","Edema of larynx","478.6","478",0,0,42
"10824","Edema of larynx","J38.4","J38",0,0,39
"10825","Edema of left eye, unspecified eyelid","H02.846","H02",0,0,104
"10826","Edema of left lower eyelid","H02.845","H02",0,0,11
"10827","Edema of left orbit","H05.222","H05",0,0,29
"10828","Edema of left upper eyelid","H02.844","H02",0,0,55
"10829","Edema of male genital organs","608.86","608",0,0,269
"10830","Edema of male genital organs_NA","608.86","608",0,0,1
"10831","Edema of penis","607.83","607",0,0,149
"10832","Edema of pharynx or nasopharynx","478.25","478",0,0,19
"10833","Edema of right eye, unspecified eyelid","H02.843","H02",0,0,86
"10834","Edema of right lower eyelid","H02.842","H02",0,0,15
"10835","Edema of right orbit","H05.221","H05",0,0,20
"10836","Edema of right upper eyelid","H02.841","H02",0,0,53
"10837","Edema of unspecified eye, unspecified eyelid","H02.849","H02",0,0,30
"10838","Edema of unspecified orbit","H05.229","H05",0,0,13
"10839","Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication","646.13","646",0,0,415
"10840","Edema or excessive weight gain in pregnancy, without mention of hypertension, postpartum condition or complication","646.14","646",0,0,47
"10841","Edema or excessive weight gain in pregnancy, without mention of hypertension, unspecified as to episode of care or not applicable","646.10","646",0,0,27
"10842","Edema or excessive weight gain in pregnancy, without mention of hypertension,delivered, with or without mention of antepartum complication","646.11","646",0,0,7
"10843","Edema, unspecified","R60.9","R60",0,0,3258
"10844","Edema_NA","782.3","782",0,0,7
"10845","Educational circumstances","V62.3","V62",0,0,184
"10846","Educational maladjustment and discord with teachers and classmates","Z55.4","Z55",0,0,11
"10847","Edwards' syndrome","758.2","758",0,0,38
"10848","Effect of heat and light, unspecified, initial encounter","T67.9XXA","T67",0,0,21
"10849","Effect of heat and light, unspecified, sequela","T67.9XXS","T67",0,0,1
"10850","Effect of reduced temperature, unspecified, initial encounter","T69.9XXA","T69",0,0,9
"10851","Effects of high-pressure fluids, initial encounter","T70.4XXA","T70",0,0,1
"10852","Effects of hunger","994.2","994",0,0,12
"10853","Effects of lightning","994.0","994",0,0,9
"10854","Effects of radiation, unspecified","990.","990",0,0,308
"10855","Effects of thirst","994.3","994",0,0,15
